Facility Name,Area / Location,Sports Offered,Indoor / Outdoor,Swimming Pool,Gym,Exact Opening Hours,Typical Hourly Rate (PKR)
Falcon Sports Club,Shah Faisal Colony,"Cricket, Gym",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,"1,500 – 2,500"
Fast Bowl Cricket Nets,Malir Cantt,Cricket Nets,Indoor,No,No,6:00 PM – 12:00 AM,"2,000 – 3,200"
FAST NUCES Karachi,University Rd,"Basketball, Volleyball, Cricket, Table Tennis, Gym",Indoor/Outdoor,No,Yes,8:00 AM – 10:00 PM,3000 - 6000
Fast Track Indoor Arena,Federal B Area,Indoor Cricket,Indoor,No,Yes,5:00 PM – 12:00 AM,"3,300 – 5,500"
FastBowl Cricket Nets,Buffer Zone,Cricket Nets,Outdoor,No,No,6:00 AM – 7:00 PM,"900 – 1,700"
FastBowl Indoor Nets,FB Area,Indoor Cricket,Indoor,No,No,5:00 PM – 12:00 AM,"3,200 – 5,300"
FastPitch Nets,Korangi,Cricket Nets,Indoor,No,No,4:00 PM – 12:00 AM,"1,700 – 2,800"
FastServe Tennis Club,Clifton,Tennis,Outdoor,No,No,7:00 AM – 10:00 PM,"3,500 – 5,500"
FastServe TT Arena,Gulberg,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,500 – 900
Fit & Flex Studio,Gulshan Chowrangi,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,300 – 2,100"
FitArena Gulshan,Gulshan-e-Iqbal,"Gym, Indoor Cricket",Indoor,No,Yes,7:00 AM – 10:00 PM,"2,000 – 3,500"
FitBase Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"950 – 1,650"
FitCore Gym,Malir Cantt,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,200 – 2,100"
FitCore Gym,Gulistan-e-Johar,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,200 – 2,000"
FitFem Studio,PECHS,"Gym, Fitness",Indoor,No,Yes,8:00 AM – 6:00 PM,"650 – 1,200"
FitHub Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"800 – 1,400"
FitHub Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"2,200 – 3,400"
FitLadies Studio,PECHS,"Gym, Fitness",Indoor,No,Yes,8:00 AM – 6:00 PM,"600 – 1,100"
FitLadies Studio,PECHS,"Gym, Fitness",Indoor,No,Yes,8:00 AM – 6:00 PM,"600 – 1,100"
FitLadies Wellness,PECHS,"Gym, Fitness",Indoor,No,Yes,8:00 AM – 6:00 PM,"600 – 1,100"
FitLine Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,700 – 4,000"
FitNation Gym,Gulshan-e-Hadeed,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
Fitness Edge Complex,NIPA Chowrangi,Gym,Indoor,No,No,6:00 AM – 10:00 PM,0
Fitness Hub Korangi,Korangi,"Gym, Basketball",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"3,200 – 4,800"
Fitness Plus Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,000 – 3,300"
Fitness Plus Gym Nazimabad,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,800 – 4,100"
Fitness Pro Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"1,700 – 2,800"
FitnessFirst Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"900 – 1,600"
FitPeak Gym,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,400 – 2,400"
FitPro Gym,PECHS,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
FitPulse Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"900 – 1,600"
FitZone 360,DHA Phase 2,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"2,000 – 3,500"
FitZone Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,800"
FitZone Gym,PECHS,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,150 – 2,000"
FitZone Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"2,000 – 3,200"
FitZone Gym & Fitness,PECHS,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"800 – 1,400"
FitZone Ladies Gym,Gulshan-e-Hadeed,Gym,Indoor,No,Yes,8:00 AM – 6:00 PM,500 – 900
Flash Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,600 – 2,400"
Flex Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,500 – 2,800"
Flex Volleyball Courts,Gulistan-e-Johar,Volleyball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,900 – 3,300"
FlexFit Studio,Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,300 – 2,200"
FlexNation Gym,DHA Phase 7,Gym,Indoor,No,Yes,6:00 AM – 11:30 PM,"2,200 – 3,800"
FlexZone Gym,Gulshan-e-Maymar,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
Friends Indoor Arena,Liaquatabad,Indoor Cricket,Indoor,No,No,5:00 PM – 2:00 AM,"2,000 – 3,500"
Future Stars Academy,Surjani Town,Cricket Training,Outdoor,No,No,8:00 AM – 7:00 PM,"2,000 – 4,000"
GamePoint Sports Arena,Gulshan-e-Iqbal,"Indoor Cricket, Badminton",Indoor,No,Yes,10:00 AM – 12:00 AM,"3,300 – 5,700"
GamePoint Sports Hall,Saddar,"Indoor Cricket, TT",Indoor,No,No,10:00 AM – 11:00 PM,"2,500 – 4,000"
Garden City Fitness,Garden,"Gym, Table Tennis",Indoor,No,Yes,6:00 AM – 10:00 PM,"3,700 – 5,500"
Garden Gym & Sports Club,Garden,"Gym, Indoor Cricket",Indoor,No,Yes,7:00 AM – 11:00 PM,"3,500 – 5,000"
Goal Arena Turf,Shah Faisal Colony,Football,Outdoor,No,No,5:00 PM – 11:00 PM,"2,900 – 4,900"
Goal Masters Turf,Bufferzone,Football,Outdoor,No,No,5:00 PM – 1:00 AM,"2,300 – 3,900"
Goal Rush Turf,Orangi Town,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"2,200 – 3,800"
GoalMaster Football Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"3,300 – 5,400"
GoalNet Football Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"3,200 – 5,300"
GoalRush Football Arena,DHA Phase 7,Football,Outdoor,No,No,5:00 PM – 12:00 AM,"3,500 – 6,000"
GoalRush Football Turf,Baldia Town,Football,Outdoor,No,No,5:00 PM – 11:00 PM,"2,800 – 4,800"
GoalZone Arena,Orangi Town,Football,Outdoor,No,No,6:00 AM – 10:00 PM,"2,000 – 3,500"
Green Crescent Sports,Malir,"Cricket, Football",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,500"
Green Field Academy,Federal B Area,Cricket Training,Outdoor,No,No,6:00 AM – 6:00 PM,"1,000 – 2,000"
Green Field Sports,Gulistan-e-Jauhar,Cricket Turf,Outdoor,No,No,6:00 AM – 1:00 AM,"2,500 – 5,000"
Green Field Sports Park,Safoora,"Cricket, Football",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,500"
Green Park Cricket Ground,Green Park,Cricket,Outdoor,No,No,6:00 AM – 8:00 PM,1200–3000
Green Star Cricket Ground,Model Colony,Outdoor Cricket,Outdoor,No,No,6:00 AM – 8:00 PM,0
GreenField Football Club,Landhi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"0 – 1,000"
GreenField Football Ground,Landhi,Football,Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,600"
GreenField Turf,Gulshan-e-Johar,"Football, Cricket",Outdoor,No,No,6:00 AM – 12:00 AM,"2,500 – 4,500"
GreenField Turf,Landhi,"Football, Cricket",Outdoor,No,No,6:00 AM – 11:00 PM,"2,900 – 4,800"
GreenPitch Turf,Korangi,"Football, Cricket",Outdoor,No,No,6:00 AM – 12:00 AM,"2,400 – 4,300"
Gulshan Badminton Courts,Gulshan-e-Iqbal,Badminton,Indoor,No,No,8:00 AM – 9:00 PM,"2,500 – 3,800"
Gulshan Basketball Club,Gulshan-e-Iqbal,Basketball,Outdoor,No,No,6:00 AM – 8:00 PM,0
Gulshan Cricket Academy,Gulshan-e-Iqbal,"Cricket Training, Gym",Indoor/Outdoor,No,Yes,9:00 AM – 8:00 PM,2500 - 5000
Gulshan Cricket Academy,Gulshan-e-Iqbal,"Cricket Training, Gym",Outdoor/Indoor,No,Yes,9:00 AM – 8:00 PM,"3,500 – 6,000"
Gulshan Cricket Nets,Gulshan-e-Iqbal,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"1,800 – 3,200"
Gulshan Cricket Nets,Gulshan-e-Iqbal,Cricket Nets,Outdoor,No,No,7:00 AM – 9:00 PM,"2,000 – 4,000"
Gulshan Fitness Hub,Gulshan-e-Iqbal,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"3,500 – 5,000"
Gulshan Fitness Hub,Gulshan-e-Iqbal,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"3,500 – 5,000"
Gulshan Gym & Pool,Gulshan-e-Iqbal,"Gym, Swimming Pool",Indoor,Yes,Yes,6:00 AM – 9:00 PM,4000 - 7000
Gulshan Gym & Pool,Gulshan-e-Iqbal,"Gym, Swimming Pool",Indoor,Yes,Yes,6:00 AM – 9:00 PM,"4,000 – 7,000"
Gulshan Padel Central,Gulshan-e-Iqbal,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,5000–7000
Gulshan Padel Courts,Gulshan-e-Iqbal,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"7,500 – 10,000"
Gulshan Swimming Pool,Gulshan-e-Iqbal,"Swimming Pool, Gym",Indoor,Yes,Yes,6:00 AM – 9:00 PM,2000 - 4500
Gulshan Tennis Courts,Gulshan-e-Iqbal,Tennis,Outdoor,No,No,7:00 AM – 8:00 PM,"2,000 – 3,500"
Gulshan-e-Iqbal Padel Courts,Gulshan-e-Iqbal,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,6000 - 8000
GymActive Fitness,North Karachi,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,050 – 1,850"
GymCore Korangi,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"2,600 – 3,800"
GymFlex Fitness Center,Gulshan-e-Iqbal,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
GymStrong Fitness,Gulshan-e-Iqbal,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
GymX Fitness Center,North Karachi,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
GymZone Fitness,North Karachi,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
Hardcore Fitness,DHA Phase 6,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,500 – 2,700"
Harmony Sports Club,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,500"
Harmony Sports Club,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,600"
Harmony Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,800"
Hawks Indoor Sports Arena,Korangi,"Indoor Cricket, Table Tennis",Indoor,No,Yes,9:00 AM – 11:00 PM,"4,500 – 7,000"
HoopCity Basketball,Korangi,Basketball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,400 – 2,600"
HoopDream Basketball,Korangi,Basketball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,500 – 2,700"
Hoops Arena,PECHS,Basketball,Indoor,No,No,4:00 PM – 10:00 PM,"1,800 – 3,000"
HoopZone Court,Korangi,Basketball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,400 – 2,600"
HoopZone Court,Korangi,Basketball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,400 – 2,600"
Horizon Sports Arena,Gulshan-e-Iqbal,"Indoor Cricket, Badminton",Indoor,No,Yes,9:00 AM – 11:00 PM,"5,500 – 7,800"
Horizon Sports Club,Gulshan-e-Iqbal,"Cricket, Gym, Tennis",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,"2,500 – 4,300"
Horizon Swim Club,Clifton Block 2,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"3,000 – 5,000"
HPGS Champions Pavilion,PECHS,"Indoor Cricket, Futsal",Indoor,No,No,4:00 PM – 6:00 AM,"3,500 – 10,000"
Hyderi Cricket Academy,Hyderi,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,3000 - 6000
Hyderi Sports Academy,Hyderi,"Cricket Training, Gym",Indoor/Outdoor,No,Yes,8:00 AM – 8:00 PM,3000 - 6000
Hyderi Sports Complex,Hyderi,"Basketball, Gym, Cricket",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,2000 - 4500
Indoor Sports Hub,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,8:00 AM – 11:00 PM,"7,000 – 10,200"
Iron Core Fitness,Gulberg,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"700 – 1,300"
Iron Den Gym,Landhi,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"600 – 1,200"
Iron House Gym,Bahadurabad,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,200 – 2,200"
Iron House Gym,Korangi,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,200 – 2,000"
Iron Pulse Gym,Liaquatabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
Iron Temple Gym,SITE Area,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
IronCore Fitness Arena,PECHS,"Gym, Badminton",Indoor,No,Yes,6:00 AM – 10:00 PM,"800 – 1,500"
IronCore Fitness Center,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,000 – 1,800"
IronCore Gym,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,100 – 1,900"
IronEdge Gym,Orangi Town,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
IronFit Gym,Liaquatabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"900 – 1,600"
IronFit Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"1,200 – 2,200"
IronFlex Fitness,Saddar,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"700 – 1,400"
IronFlex Fitness,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,000 – 1,800"
IronFlex Fitness Center,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,000 – 1,800"
IronStrength Gym,DHA Phase 5,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,300 – 2,100"
IronWorks Gym,Korangi,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"600 – 1,100"
Jahangir Khan Sports Club (JKSC),Kashmir Road,Jamshed Quarters,Outdoor,Yes,Yes,6:00 AM – 9:00 PM,4000 - 7000
Jauhar Indoor Sports,Gulshan-e-Jauhar,"Indoor Cricket, Gym",Indoor,No,Yes,9:00 AM – 12:00 AM,"2,800 – 4,800"
Jinnah Gym & Sports,Saddar,"Gym, Indoor Cricket",Indoor,No,Yes,7:00 AM – 10:00 PM,"4,200 – 6,000"
Jinnah Sports Complex,Saddar,"Swimming Pool, Basketball, Gym",Indoor/Outdoor,Yes,Yes,6:00 AM – 10:00 PM,2000 - 5000
JumpShot Court,North Karachi,Basketball,Indoor,No,No,4:00 PM – 11:00 PM,"1,900 – 3,200"
Karachi Basketball Hub,Gulshan Block 7,Basketball,Indoor,No,No,4:00 PM – 11:00 PM,"2,800 – 4,500"
Karachi Beach Volleyball,Seaview,Beach Volleyball,Outdoor,No,No,10:00 AM – 11:00 PM,0
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,700 – 2,700"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,700 – 2,700"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,800 – 2,800"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,800 – 2,900"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,900 – 3,000"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,000 – 3,100"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,100 – 3,200"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,200 – 3,300"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,300 – 3,400"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,400 – 3,500"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,500 – 3,600"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,600 – 3,700"
Karachi Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"2,700 – 3,800"
Karachi Eagles Arena,Scheme 33,Cricket Net Turf,Outdoor,No,No,6:00 AM – 11:00 PM,3000–5500
Karachi Gymkhana,Club Rd,Saddar,Indoor,Yes,Yes,7:00 AM – 10:00 PM,6000 - 8500
Karachi Gymkhana Indoor Courts,Club Rd,"Indoor Cricket, Tennis, Gym",Indoor ,Yes,No,7:00 AM – 10:00 PM,6000 - 8500
Karachi Hoopers Court,PECHS Block 3,Basketball,Indoor,No,No,4:00 PM – 11:00 PM,"3,000 – 4,800"
Karachi Indoor Arena,Korangi,"Indoor Cricket, Basketball",Indoor,No,Yes,9:00 AM – 11:00 PM,"5,500 – 7,800"
Karachi Parsi Institute,Jacob Lines,Central,Outdoor,Yes,Yes,7:00 AM – 9:00 PM,4000 - 7000
Karachi Rowing Club,Clifton,"Rowing, Gym",Outdoor/Indoor,Yes,Yes,6:00 AM – 8:00 PM,"6,000 – 8,500"
Karachi Table Tennis Club,Gulshan-e-Iqbal,Table Tennis,Indoor,No,No,9:00 AM – 8:00 PM,"1,500 – 2,500"
Karachi University Football Ground,University Rd,"Football, Cricket",Outdoor,No,No,7:00 AM – 8:00 PM,1500 - 3500
Karachi Warriors Arena,Gulshan-e-Maymar,Indoor Cricket,Indoor,Indoor,No,8:00 AM – 10:00 PM,0
Karachi Youth Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 8:00 PM,"1,500 – 2,500"
Karsaz Cricket Nets,Karsaz,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,600 – 2,800"
Karsaz Gym & Fitness,Karsaz,"Gym, Indoor Cricket",Indoor,No,Yes,7:00 AM – 10:00 PM,"4,000 – 6,000"
Karsaz Gym & Sports,Karsaz,"Gym, Cricket",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"1,300 – 2,500"
Karsaz Indoor Arena,Karsaz,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 10:00 PM,"5,500 – 8,000"
Karsaz Indoor Sports,Karsaz,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 9:00 PM,3500 - 6000
Karsaz Sports Complex,Karsaz,"Cricket, Basketball, Gym",Outdoor,No,Yes,7:00 AM – 9:00 PM,1500 - 3500
KDA Sports Complex,Gulshan-e-Iqbal,"Basketball, Gym, Cricket",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"500 – 1,500"
KDA Sports Pavilion,Gulshan,"Basketball, TT, Gym",Indoor,No,Yes,7:00 AM – 10:00 PM,300 – 800
Khel Karachi Arena,DHA Phase 8,"Cricket, Football, Padel",Outdoor,No,No,6:00 AM – 12:00 AM,"3,000 – 6,000"
KickOff Football Turf,Qayyumabad,Football,Outdoor,No,No,5:00 PM – 11:00 PM,"3,000 – 5,000"
KickOff Turf,Surjani Town,"Football, Cricket",Outdoor,No,No,6:00 AM – 12:00 AM,"2,200 – 4,000"
KickStart Sports,Shah Faisal Colony,"Cricket, Football",Outdoor,No,No,6:00 AM – 10:00 PM,"2,500 – 4,200"
KickStart Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"2,500 – 4,200"
KickStart Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"2,600 – 4,200"
KickZone Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"2,300 – 3,900"
KMC Basketball Court,Nazimabad,Basketball,Outdoor,No,No,5:00 PM – 10:00 PM,0
KMC City Sports Complex,Kashmir Road,"Basketball, Swimming, Table Tennis",Indoor/Outdoor,Yes,Yes,6:00 AM – 9:00 PM,2000 - 5000
Korangi Cricket & Gym Club,Korangi,"Cricket, Gym, Table Tennis",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,3500 - 6000
Korangi Cricket Club,Korangi,"Cricket, Gym",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"3,500 – 5,000"
Korangi Cricket Nets,Korangi,Cricket Nets,Outdoor,No,No,7:00 AM – 8:00 PM,1000 - 3000
Korangi Cricket Nets,Korangi,Cricket Nets,Outdoor,No,No,7:00 AM – 8:00 PM,"1,500 – 3,000"
Korangi Football Ground,Korangi,Football,Outdoor,No,No,6:00 AM – 8:00 PM,0 – 700
Korangi Gym & Sports Club,Korangi,"Gym, Cricket Nets, Table Tennis",Indoor,No,Yes,7:00 AM – 9:00 PM,3500 - 6000
Korangi Gym Core,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"2,600 – 3,900"
Korangi Gymnasium,Korangi,"Gym, Cricket",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"3,500 – 6,000"
Korangi Indoor Cricket,Korangi,"Indoor Cricket, Gym",Indoor,No,Yes,10:00 AM – 12:00 AM,"5,000 – 8,000"
Korangi Indoor Cricket Arena,Korangi,"Indoor Cricket, Gym",Indoor,No,Yes,10:00 AM – 12:00 AM,3500 - 7000
Korangi Industrial Sports,Korangi,"Gym, Cricket Nets",Indoor,No,Yes,7:00 AM – 9:00 PM,3500 - 6000
Korangi Sports Club,Korangi,"Cricket, Padel, Gym",Indoor/Outdoor,No,Yes,8:00 AM – 9:00 PM,3500 - 6000
Korangi Sports Ground,Korangi,"Cricket, Basketball, Gym",Outdoor,No,Yes,7:00 AM – 9:00 PM,1500 - 3500
Korangi Sports Ground,Korangi,"Cricket, Basketball",Outdoor,No,No,7:00 AM – 9:00 PM,"1,500 – 2,500"
Korangi Swimming Pool,Korangi,"Swimming Pool, Gym",Indoor,Yes,Yes,6:00 AM – 9:00 PM,"4,500 – 6,200"
Korangi Table Tennis,Korangi,Table Tennis,Indoor,No,No,8:00 AM – 9:00 PM,"2,500 – 3,800"
Korangi Volleyball Club,Korangi,Volleyball,Outdoor,No,No,7:00 AM – 9:00 PM,"1,500 – 2,500"
Legends Arena,DHA Phase 5,"Padel, Futsal, Gym",Indoor/Outdoor,No,Yes,8:00 AM – 11:00 PM,7000 - 9000
Lightning Badminton Hall,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,100 – 2,100"
Lightning Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,000 – 1,600"
Lightning Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,200 – 1,900"
Lightning Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,500 – 2,300"
Lyari Basketball Club,Lyari,Basketball,Outdoor,No,No,7:00 AM – 9:00 PM,"1,000 – 1,800"
Lyari Basketball Club,Lyari,Basketball,Outdoor,No,No,7:00 AM – 9:00 PM,"1,000 – 1,800"
Lyari Basketball Courts,Lyari,Basketball,Outdoor,No,No,6:00 AM – 8:00 PM,0
Lyari Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 7:00 PM,"2,800 – 3,900"
Lyari Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 7:00 PM,"2,800 – 4,000"
Lyari Cricket Academy,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 7:00 PM,"2,800 – 3,900"
Lyari Cricket Coaching,Lyari,Cricket Training,Outdoor,No,No,8:00 AM – 7:00 PM,"2,900 – 4,000"
Lyari Football Ground,Lyari,Football,Outdoor,No,No,6:00 AM – 8:00 PM,0
Lyari Gym & Sports,Lyari,"Gym, Cricket Nets",Indoor/Outdoor,No,Yes,6:00 AM – 10:00 PM,"2,900 – 4,500"
Lyari High-Performance Centre,Lyari,"Boxing, Gym, Basketball",Indoor,No,Yes,8:00 AM – 8:00 PM,300 – 800
Lyari Padel Courts,Lyari,Padel,Outdoor,No,No,7:00 AM – 9:00 PM,"8,000 – 11,000"
Lyari Sports Ground,Lyari,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,1000 - 3000
Lyari Sports Stadium,Lyari,"Cricket, Football",Outdoor,No,No,6:00 AM – 8:00 PM,0
Lyari Swimming Pool,Lyari,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"3,000 – 4,500"
Lyari Table Tennis Club,Lyari,Table Tennis,Indoor,No,No,8:00 AM – 9:00 PM,"1,500 – 2,500"
Malir Cricket Ground,Malir,Outdoor Cricket,Outdoor,No,No,6:00 AM – 8:00 PM,1000 - 3000
Malir Gym & Cricket Club,Malir,"Gym, Cricket",Indoor/Outdoor,No,Yes,6:00 AM – 9:00 PM,"3,000 – 5,000"
Malir Gym & Sports Club,Malir,"Gym, Cricket Nets, Table Tennis",Indoor,No,Yes,6:00 AM – 10:00 PM,3000 - 6000
Malir Indoor Cricket,Malir,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 11:00 PM,"5,000 – 7,500"
Malir Sports Arena,Malir,"Cricket, Gym, Swimming",Indoor/Outdoor,Yes,Yes,6:00 AM – 9:00 PM,"3,500 – 6,000"
Malir Sports Club,Malir,"Cricket Nets, Gym, Swimming Pool",Outdoor/Indoor,Yes,Yes,6:00 AM – 9:00 PM,3000 - 6000
Malir Sports Complex,Malir,"Cricket, Gym, Swimming",Indoor/Outdoor,Yes,Yes,6:00 AM – 9:00 PM,2000 - 4500
Malir Swimming Club,Malir,"Swimming Pool, Gym",Indoor,Yes,Yes,6:00 AM – 9:00 PM,"4,800 – 6,500"
Malir Water Sports Club,Malir,"Swimming Pool, Gym",Indoor/Outdoor,Yes,Yes,8:00 AM – 7:00 PM,4000 - 7000
MaxFit Gym,Baldia,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"650 – 1,150"
MaxFit Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,400 – 3,700"
